File name,Pectoral Start Frame,Pectoral End Frame,Pelvic Start Frame,Pelvic End Frame,Total Frames,Light Start,Appendages,Date Filmed,Calib_Video,Calib_Force,Body 1 Start,Body 1 End,Body 2 Start,Body 2 End,Body.Weight.kg,TL.cm,SVL.cm,Dist.LatCam.Calib.mm,Dist.DorCam.Mir.mm,Dist.Mir.Calib.mm,Dist.Calib.Glass.mm,Filming.Rate.Hz,Species,Notes,TrialsToUse
af05f64,19,67,58,119,211,151,Both,6/24/11,cal08,cal07,,,,,0.072,24,11,950,1910,770,180,100,Ambystoma_tigrinum,,pec
af05f65,9,54,,,431,353,Pectoral,7/15/11,cal11,cal10,,,,,0.066,24,11,960,1930,710,190,100,Ambystoma_tigrinum,,pec
af05f66,36,81,71,123,471,399,Both,7/15/11,cal11,cal10,,,,,0.066,24,11,960,1930,710,190,100,Ambystoma_tigrinum,,none
af05f67,14,57,,,391,310,Pectoral,7/15/11,cal11,cal10,50,59,,,0.066,24,11,960,1930,710,190,100,Ambystoma_tigrinum,,pec
af05f68,14,60,51,109,481,379,Pelvic,7/15/11,cal11,cal10,,,,,0.066,24,11,960,1930,710,190,100,Ambystoma_tigrinum,,none
af05f69,42,97,83,159,411,326,Both,7/15/11,cal11,cal10,56,70,,,0.066,24,11,960,1930,710,190,100,Ambystoma_tigrinum,pauses right before FL stance (maybe throw out pectoral file?),pel
af05f70,28,72,64,117,481,374,Pectoral,7/15/11,cal11,cal10,,,,,0.066,24,11,960,1930,710,190,100,Ambystoma_tigrinum,pauses right before FL stance (maybe throw out this file?),none
af05f71,25,69,63,117,361,279,Both,7/15/11,cal11,cal10,,,,,0.066,24,11,960,1930,710,190,100,Ambystoma_tigrinum,slightly turns on HL?,both
af05f72,,,73,154,401,328,Pelvic,7/20/11,cal12,cal11,,,,,0.072,24,11,970,1950,730,190,100,Ambystoma_tigrinum,isolated,pel
af05f73,12,71,60,128,421,341,Pectoral,7/20/11,cal12,cal11,,,,,0.072,24,11,970,1950,730,190,100,Ambystoma_tigrinum,,none
af05f74,17,76,62,132,391,308,Pectoral,7/20/11,cal12,cal11,,,,,0.072,24,11,970,1950,730,190,100,Ambystoma_tigrinum,almost isolated,none
af06f01,28,61,56,92,361,263,Both,7/6/12,cal15,cal14,51,59,,,0.064,24,10.5,805,1270,730,185,100,Ambystoma_tigrinum,video very zoomed out,none
af06f02,25,68,60,103,431,322,Both,7/6/12,cal15,cal14,39,55,,,0.064,24,10.5,805,1270,730,185,100,Ambystoma_tigrinum,video very zoomed out,none
af06f03,23,63,55,99,431,333,Pectoral,7/6/12,cal15,cal14,41,57,,,0.064,24,10.5,805,1270,730,185,100,Ambystoma_tigrinum,diagonal; HL really close to edge and slows a little; video very zoomed out,none
af06f04,40,85,74,120,381,296,Pectoral,7/6/12,cal15,cal14,,,,,0.064,24,10.5,805,1270,730,185,100,Ambystoma_tigrinum,lots of belly drag for forelimb; video very zoomed out,none
af06f05,69,127,,,501,412,Pectoral,7/6/12,cal15,cal14,,,,,0.064,24,10.5,805,1270,730,185,100,Ambystoma_tigrinum,isolated; slow; video very zoomed out,none
af06f06,35,99,,,451,370,Pectoral,7/7/12,cal16,cal15,78,84,,,0.06,24.5,9.5,1035,1710,730,185,100,Ambystoma_tigrinum,isolated; slow; maybe a body bump,none
af06f07,34,86,72,133,411,342,Both,7/7/12,cal16,cal15,54,57,,,0.06,24.5,9.5,1035,1710,730,185,100,Ambystoma_tigrinum,,none
af06f08,19,77,,,421,340,Pectoral,7/7/12,cal16,cal15,,,,,0.06,24.5,9.5,1035,1710,730,185,100,Ambystoma_tigrinum,isolated,pec
af06f09,32,83,70,129,391,311,Pectoral,7/7/12,cal16,cal15,,,,,0.06,24.5,9.5,1035,1710,730,185,100,Ambystoma_tigrinum,a little diagonal,pec
af06f10,32,85,71,124,361,296,Pectoral,7/7/12,cal16,cal15,,,,,0.06,24.5,9.5,1035,1710,730,185,100,Ambystoma_tigrinum,a little diagonal,none
af06f11,45,96,83,138,341,282,Pectoral,7/7/12,cal16,cal15,,,,,0.06,24.5,9.5,1035,1710,730,185,100,Ambystoma_tigrinum,diagonal; belly drag from 69-84?,none
af06f12,27,68,,,341,265,Pectoral,7/8/12,cal17,cal16,,,,,0.059,24.5,9.5,1035,1720,730,185,100,Ambystoma_tigrinum,isolated; belly drag?,pec
af06f13,26,72,61,107,341,254,Pectoral,7/8/12,cal17,cal16,,,,,0.059,24.5,9.5,1035,1720,730,185,100,Ambystoma_tigrinum,diagonal,none
af06f14,33,84,74,134,331,255,Pectoral,7/8/12,cal17,cal16,,,,,0.059,24.5,9.5,1035,1720,730,185,100,Ambystoma_tigrinum,a little diagonal; belly drag?,none
af06f15,,,61,121,331,253,Pelvic,7/8/12,cal17,cal16,,,,,0.059,24.5,9.5,1035,1720,730,185,100,Ambystoma_tigrinum,isolated,pel
af06f16,35,91,77,135,381,299,Pectoral,7/8/12,cal17,cal16,93,95,,,0.059,24.5,9.5,1035,1720,730,185,100,Ambystoma_tigrinum,a little diagonal; curls toes,none
af06f17,35,109,91,168,431,345,Both,7/8/12,cal17,cal16,,,,,0.059,24.5,9.5,1035,1720,730,185,100,Ambystoma_tigrinum,a little diagonal; slow; body drag?,none
af06f18,,,,,,,,7/8/12,cal17,cal16,,,,,0.059,24.5,9.5,1035,1720,730,185,100,Ambystoma_tigrinum,EXCLUDE; no lateral view,none
af06f19,37,92,,,361,292,Pectoral,7/8/12,cal17,cal16,,,,,0.059,24.5,9.5,1035,1720,730,185,100,Ambystoma_tigrinum,isolated; a little diagonal,pec
af06f20,32,92,77,140,331,275,Pectoral,7/8/12,cal17,cal16,56,58,,,0.059,24.5,9.5,1035,1720,730,185,100,Ambystoma_tigrinum,turned on HL,none
af06f21,37,85,70,129,351,280,Pectoral,7/8/12,cal17,cal16,,,,,0.059,24.5,9.5,1035,1720,730,185,100,Ambystoma_tigrinum,body drag from 53-70?,pec
af06f22,29,77,64,120,331,267,Pectoral,7/8/12,cal17,cal16,50,60,,,0.059,24.5,9.5,1035,1720,730,185,100,Ambystoma_tigrinum,a little diagonal,none
af06f23,37,99,83,155,361,260,Pectoral,7/10/12,cal18,cal17,,,,,0.059,24.5,9.5,1035,1700,730,185,100,Ambystoma_tigrinum,diagonal; body drag?,none
af06f24,31,67,61,103,291,213,Pectoral,7/10/12,cal18,cal17,48,56,,,0.059,24.5,9.5,1035,1700,730,185,100,Ambystoma_tigrinum,turned on HL; body bump?,none
af06f25,31,65,57,97,351,228,Pectoral,7/10/12,cal18,cal17,42,45,,,0.059,24.5,9.5,1035,1700,730,185,100,Ambystoma_tigrinum,curled toes; belly drag,none
af06f26,32,73,64,111,371,273,Pectoral,7/10/12,cal18,cal17,,,,,0.059,24.5,9.5,1035,1700,730,185,100,Ambystoma_tigrinum,turned on HL,none
af06f27,27,75,62,120,331,247,Pectoral,7/10/12,cal18,cal17,,,,,0.059,24.5,9.5,1035,1700,730,185,100,Ambystoma_tigrinum,body drag?,none
af06f28,23,79,66,118,331,260,Pectoral,7/10/12,cal18,cal17,,,,,0.059,24.5,9.5,1035,1700,730,185,100,Ambystoma_tigrinum,body drag?,pec
af06f29,,,73,145,351,282,Pelvic,7/10/12,cal18,cal17,,,,,0.059,24.5,9.5,1035,1700,730,185,100,Ambystoma_tigrinum,isolated; a little diagonal,none
af06f30,29,84,,,321,242,Pectoral,7/10/12,cal18,cal17,86,90,,,0.059,24.5,9.5,1035,1700,730,185,100,Ambystoma_tigrinum,isolated; body bump?,pec
af06f31,28,80,66,120,301,234,Pectoral,7/10/12,cal18,cal17,83,93,,,0.059,24.5,9.5,1035,1700,730,185,100,Ambystoma_tigrinum,diagonal,none
af06f32,25,68,58,105,291,223,Pectoral,7/10/12,cal18,cal17,53,55,,,0.059,24.5,9.5,1035,1700,730,185,100,Ambystoma_tigrinum,body bump?,none
af06f33,27,76,64,117,291,231,Pectoral,7/10/12,cal18,cal17,,,,,0.059,24.5,9.5,1035,1700,730,185,100,Ambystoma_tigrinum,a little diagonal; body drag?,pec
af06f34,36,88,,,281,217,Pectoral,7/12/12,cal19,cal18,,,,,0.059,24.5,9.5,1040,1700,730,185,100,Ambystoma_tigrinum,isolated,pec
af06f35,24,67,58,111,271,194,Pelvic,7/12/12,cal19,cal18,,,,,0.059,24.5,9.5,1040,1700,730,185,100,Ambystoma_tigrinum,,none
af06f36,21,59,51,93,261,191,Both,7/12/12,cal19,cal18,45,50,,,0.059,24.5,9.5,1040,1700,730,185,100,Ambystoma_tigrinum,,none
af06f37,26,75,63,123,271,219,Pelvic,7/12/12,cal19,cal18,,,,,0.059,24.5,9.5,1040,1700,730,185,100,Ambystoma_tigrinum,,none
af06f38,29,78,65,120,271,217,Pectoral,7/12/12,cal19,cal18,,,,,0.059,24.5,9.5,1040,1700,730,185,100,Ambystoma_tigrinum,a little diagonal,none
af06f39,30,80,66,119,271,208,Pectoral,7/12/12,cal19,cal18,59,68,,,0.059,24.5,9.5,1040,1700,730,185,100,Ambystoma_tigrinum,,none
af06f40,22,75,61,117,271,214,Pectoral,7/12/12,cal19,cal18,,,,,0.059,24.5,9.5,1040,1700,730,185,100,Ambystoma_tigrinum,,pec
af06f41,,,64,129,281,223,Pelvic,7/12/12,cal19,cal18,,,,,0.059,24.5,9.5,1040,1700,730,185,100,Ambystoma_tigrinum,isolated,pel
af06f42,36,89,74,128,321,262,Pectoral,7/18/12,cal20,cal19,51,55,,,0.064,24.5,9.5,1040,1730,730,185,100,Ambystoma_tigrinum,51-55 only significant on Hz,none
af06f43,27,71,60,111,321,246,Both,7/18/12,cal20,cal19,,,,,0.064,24.5,9.5,1040,1730,730,185,100,Ambystoma_tigrinum,48-62 looks normal,none
af06f44,30,77,65,115,291,216,Pectoral,7/18/12,cal20,cal19,,,,,0.064,24.5,9.5,1040,1730,730,185,100,Ambystoma_tigrinum,a tiny bit diagonal; some body drag,none
af06f45,26,66,56,104,311,241,Both,7/18/12,cal20,cal19,47,54,,,0.064,24.5,9.5,1040,1730,730,185,100,Ambystoma_tigrinum,,none
af06f46,26,61,54,99,291,216,Both,7/18/12,cal20,cal19,49,52,,,0.064,24.5,9.5,1040,1730,730,185,100,Ambystoma_tigrinum,diagonal,pel
af06f47,36,80,69,118,291,211,Both,7/18/12,cal20,cal19,,,,,0.064,24.5,9.5,1040,1730,730,185,100,Ambystoma_tigrinum,belly drag,none
af06f48,25,67,57,101,271,200,Both,7/18/12,cal20,cal19,52,58,,,0.064,24.5,9.5,1040,1730,730,185,100,Ambystoma_tigrinum,a tiny bit diagonal; some body drag,none
af06f49,30,68,59,106,281,198,Both,7/18/12,cal20,cal19,54,61,,,0.064,24.5,9.5,1040,1730,730,185,100,Ambystoma_tigrinum,,none
af06f50,28,69,60,110,276,205,Pelvic,7/18/12,cal20,cal19,,,,,0.064,24.5,9.5,1040,1730,730,185,100,Ambystoma_tigrinum,48-64 looks normal,none
af06f51,,,54,114,311,227,Pelvic,7/18/12,cal20,cal19,,,,,0.064,24.5,9.5,1040,1730,730,185,100,Ambystoma_tigrinum,isolated,pel
af06f52,27,66,57,103,281,198,Both,7/18/12,cal20,cal19,,,,,0.064,24.5,9.5,1040,1730,730,185,100,Ambystoma_tigrinum,some body drag?,none
af06f53,20,73,61,125,281,216,Pelvic,7/18/12,cal20,cal19,,,,,0.064,24.5,9.5,1040,1730,730,185,100,Ambystoma_tigrinum,slows a little towards end,none
af06f54,28,59,54,86,301,225,Both,7/22/12,cal21,cal20,52,54,,,0.063,24.5,9.5,1045,1700,750,185,100,Ambystoma_tigrinum,fast,pel
af06f55,,,63,113,291,207,Pelvic,7/22/12,cal21,cal20,,,,,0.063,24.5,9.5,1045,1700,750,185,100,Ambystoma_tigrinum,"FL lifts off of plate before HL contacts, so isolated",pel
af06f56,1,38,25,84,271,193,Pelvic,7/22/12,cal21,cal20,,,,,0.063,24.5,9.5,1045,1700,750,185,100,Ambystoma_tigrinum,FL lifts off of plate after 38,pel
af06f57,37,87,74,137,321,241,Both,7/22/12,cal21,cal20,,,,,0.063,24.5,9.5,1045,1700,750,185,100,Ambystoma_tigrinum,slows a little on HL?,none
af06f58,1,31,21,66,241,164,Pelvic,7/22/12,cal21,cal20,7,11,,,0.063,24.5,9.5,1045,1700,750,185,100,Ambystoma_tigrinum,,none
af06f59,,,23,69,251,173,Pelvic,7/22/12,cal21,cal20,,,,,0.063,24.5,9.5,1045,1700,750,185,100,Ambystoma_tigrinum,isolated,pel
af06f60,29,71,60,104,331,242,Both,7/22/12,cal21,cal20,,,,,0.063,24.5,9.5,1045,1700,750,185,100,Ambystoma_tigrinum,,none
af06f61,25,73,63,117,291,224,Pelvic,7/22/12,cal21,cal20,,,,,0.063,24.5,9.5,1045,1700,750,185,100,Ambystoma_tigrinum,FL lifts off plate after 73,pel
af06f62,1,30,20,69,261,165,Pelvic,7/22/12,cal21,cal20,,,,,0.063,24.5,9.5,1045,1700,750,185,100,Ambystoma_tigrinum,,none
af06f63,,,21,83,326,237,Pelvic,7/22/12,cal21,cal20,,,,,0.063,24.5,9.5,1045,1700,750,185,100,Ambystoma_tigrinum,a little diagonal; slow; isolated,pel
af06f64,1,40,24,86,311,198,Pelvic,7/22/12,cal21,cal20,,,,,0.063,24.5,9.5,1045,1700,750,185,100,Ambystoma_tigrinum,a little diagonal; slow,none
af07f01,,,,,,,,7/6/12,cal15,cal14,,,,,0.057,23,8.5,805,1270,730,185,100,Ambystoma_tigrinum,EXCLUDE; video very zoomed out; diagonal; not great; HL not completely on,none
af07f02,38,69,64,98,361/371,293,Both,7/6/12,cal15,cal14,,,,,0.057,23,8.5,805,1270,730,185,100,Ambystoma_tigrinum,video very zoomed out; diagonal; lateral view has 10  more frames; not great,pel
af07f03,22,56,52,96,391,319,Pelvic,7/6/12,cal15,cal14,,,,,0.057,23,8.5,805,1270,730,185,100,Ambystoma_tigrinum,video very zoomed out; diagonal; belly drag?,none
af07f04,42,113,94,170,511,443,Pectoral,7/6/12,cal15,cal14,,,,,0.057,23,8.5,805,1270,730,185,100,Ambystoma_tigrinum,video very zoomed out; diagonal; slow,none
af07f05,31,100,85,161,481,387,Both,7/6/12,cal15,cal14,82,84,,,0.057,23,8.5,805,1270,730,185,100,Ambystoma_tigrinum,video very zoomed out; diagonal; slow; 82-84 is HL lowering onto plate,none
af07f06,73,137,120,189,431,371,Both,7/6/12,cal15,cal14,,,,,0.057,23,8.5,805,1270,730,185,100,Ambystoma_tigrinum,video very zoomed out,pel
af07f07,34,90,77,134,381,309,Pectoral,7/6/12,cal15,cal14,,,,,0.057,23,8.5,805,1270,730,185,100,Ambystoma_tigrinum,video very zoomed out; a slittle diagonal,pec
af07f08,50,94,83,136,381,321,Both,7/6/12,cal15,cal14,,,,,0.057,23,8.5,805,1270,730,185,100,Ambystoma_tigrinum,video very zoomed out; body drag?,both
af07f09,37,115,95,169,431,352,Pelvic,7/6/12,cal15,cal14,,,,,0.057,23,8.5,805,1270,730,185,100,Ambystoma_tigrinum,video very zoomed out; turned on FL,none
af07f10,1,33,29,90,331,271,Pelvic,7/6/12,cal15,cal14,,,,,0.057,23,8.5,805,1270,730,185,100,Ambystoma_tigrinum,video very zoomed out; diagonal; not great,none
af07f11,38,109,93,165,411,347,Both,7/7/12,cal16,cal15,,,,,0.056,23,8.5,1035,1710,730,185,100,Ambystoma_tigrinum,a little diagonal; slow; body drag?,pel
af07f12,21,70,59,113,341,261,Both,7/7/12,cal16,cal15,,,,,0.056,23,8.5,1035,1710,730,185,100,Ambystoma_tigrinum,a little diagonal,none
af07f13,31,82,71,128,346,277,Pectoral,7/7/12,cal16,cal15,85,90,,,0.056,23,8.5,1035,1710,730,185,100,Ambystoma_tigrinum,,none
af07f14,14,47,41,75,271,208,Pectoral,7/7/12,cal16,cal15,,,,,0.056,23,8.5,1035,1710,730,185,100,Ambystoma_tigrinum,belly drag?,none
af07f15,28,63,57,106,301,240,Pectoral,7/7/12,cal16,cal15,45,55,,,0.056,23,8.5,1035,1710,730,185,100,Ambystoma_tigrinum,body bump?,none
af07f16,44,100,94,145,381,306,Pectoral,7/8/12,cal17,cal16,,,,,0.055,23,8.5,1035,1720,730,185,100,Ambystoma_tigrinum,,none
af07f17,32,71,65,107,321,262,Pelvic,7/8/12,cal17,cal16,48,51,,,0.055,23,8.5,1035,1720,730,185,100,Ambystoma_tigrinum,,pel
af07f18,28,71,64,107,311,250,Pectoral,7/8/12,cal17,cal16,,,,,0.055,23,8.5,1035,1720,730,185,100,Ambystoma_tigrinum,,pec
af07f19,32,83,71,121,331,273,Pectoral,7/8/12,cal17,cal16,,,,,0.055,23,8.5,1035,1720,730,185,100,Ambystoma_tigrinum,body drag?,pec
af07f20,47,108,92,159,371,302,Pectoral,7/8/12,cal17,cal16,70,76,,,0.055,23,8.5,1035,1720,730,185,100,Ambystoma_tigrinum,slow,none
af07f21,21,57,51,89,321,215,Pectoral,7/8/12,cal17,cal16,43,49,,,0.055,23,8.5,1035,1720,730,185,100,Ambystoma_tigrinum,,none
af07f22,32,102,83,146,341,274,Both,7/8/12,cal17,cal16,78,82,,,0.055,23,8.5,1035,1720,730,185,100,Ambystoma_tigrinum,slow; 78-82 is HL lowering onto plate; belly drag?,pel
af07f23,30,83,74,130,321,250,Both,7/8/12,cal17,cal16,71,73,,,0.055,23,8.5,1035,1720,730,185,100,Ambystoma_tigrinum,diagonal; 71-73 HL lowering onto plate,none
af07f24,26,69,64,99,291,227,Pectoral,7/8/12,cal17,cal16,60,63,,,0.055,23,8.5,1035,1720,730,185,100,Ambystoma_tigrinum,60-63 is HL lowering onto plate,none
af07f25,32,78,74,124,291,232,Pectoral,7/8/12,cal17,cal16,68,73,,,0.055,23,8.5,1035,1720,730,185,100,Ambystoma_tigrinum,slows during end of HL stance; 68-73 is HL lowering onto plate; not great,none
af07f26,46,94,83,155,331,262,Pelvic,7/10/12,cal18,cal17,57,65,,,0.057,23,8.5,1035,1700,730,185,100,Ambystoma_tigrinum,slows during end of HL stance; belly drag; not great,none
af07f27,50,101,87,163,341,269,Both,7/10/12,cal18,cal17,,,,,0.057,23,8.5,1035,1700,730,185,100,Ambystoma_tigrinum,slow; belly drag?,pec
af07f28,26,79,69,121,341,256,Pectoral,7/10/12,cal18,cal17,66,68,78,83,0.057,23,8.5,1035,1700,730,185,100,Ambystoma_tigrinum,a little diagonal; 66-68 is HL lowering on plate,none
af07f29,40,95,91,167,441,358,Pelvic,7/10/12,cal18,cal17,,,,,0.057,23,8.5,1035,1700,730,185,100,Ambystoma_tigrinum,slow; FL lifts off plate at 95; belly drag,none
af07f30,28,86,70,124,301,235,Pectoral,7/10/12,cal18,cal17,,,,,0.057,23,8.5,1035,1700,730,185,100,Ambystoma_tigrinum,diagonal; belly drag?,none
af07f31,36,88,77,131,301,229,Both,7/10/12,cal18,cal17,,,,,0.057,23,8.5,1035,1700,730,185,100,Ambystoma_tigrinum,belly drag?,none
af07f32,42,108,91,160,321,252,Both,7/10/12,cal18,cal17,,,,,0.057,23,8.5,1035,1700,730,185,100,Ambystoma_tigrinum,slow,pel
af07f33,33,82,71,129,291,216,Both,7/10/12,cal18,cal17,,,,,0.057,23,8.5,1035,1700,730,185,100,Ambystoma_tigrinum,,pec
af07f34,21,63,55,101,281,206,Pectoral,7/10/12,cal18,cal17,,,,,0.057,23,8.5,1035,1700,730,185,100,Ambystoma_tigrinum,belly drag,pec
af07f35,21,65,59,101,261,190,Pectoral,7/10/12,cal18,cal17,54,58,,,0.057,23,8.5,1035,1700,730,185,100,Ambystoma_tigrinum,diagonal; 54-58 is HL lowering on the plate,none
af07f36,21,66,60,109,251,196,Pectoral,7/10/12,cal18,cal17,,,,,0.057,23,8.5,1035,1700,730,185,100,Ambystoma_tigrinum,belly drag?,pec
af07f37,40,93,88,141,311,249,Both,7/12/12,cal19,cal18,83,87,,,0.055,23,8.5,1040,1700,730,185,100,Ambystoma_tigrinum,83-87 is HL lowering onto plate; belly drag?,none
af07f38,28,73,66,109,271,202,Pectoral,7/12/12,cal19,cal18,62,65,,,0.055,23,8.5,1040,1700,730,185,100,Ambystoma_tigrinum,62-65 is HL lowering onto plate,none
af07f39,36,98,85,164,331,265,Pectoral,7/12/12,cal19,cal18,,,,,0.055,23,8.5,1040,1700,730,185,100,Ambystoma_tigrinum,a little diagonal; belly drag?,none
af07f40,36,83,73,122,301,230,Pectoral,7/12/12,cal19,cal18,,,,,0.055,23,8.5,1040,1700,730,185,100,Ambystoma_tigrinum,belly drag; HL slips off plate at 80; FL might actually be isolated,pec
af07f41,26,76,64,114,311,237,Both,7/12/12,cal19,cal18,,,,,0.055,23,8.5,1040,1700,730,185,100,Ambystoma_tigrinum,,pec
af07f42,34,80,72,124,311,243,Pectoral,7/12/12,cal19,cal18,69,71,,,0.055,23,8.5,1040,1700,730,185,100,Ambystoma_tigrinum,diagonal; 69-71 is HL lowering onto plate; belly drag,none
af07f43,37,92,78,139,301,236,Both,7/12/12,cal19,cal18,,,,,0.055,23,8.5,1040,1700,730,185,100,Ambystoma_tigrinum,diagonal; body drag?,none
af07f44,25,73,62,118,301,233,Pectoral,7/12/12,cal19,cal18,,,,,0.055,23,8.5,1040,1700,730,185,100,Ambystoma_tigrinum,body drag?,none
af07f45,32,77,69,117,321,253,Both,7/12/12,cal19,cal18,66,68,,,0.055,23,8.5,1040,1700,730,185,100,Ambystoma_tigrinum,66-68 is HL lowering onto plate; body drag?,none
af07f46,,,,,,,,7/12/12,cal19,cal18,,,,,0.055,23,8.5,1040,1700,730,185,100,Ambystoma_tigrinum,EXCLUDE; turned,none
af07f47,39,95,82,136,301,235,Both,7/12/12,cal19,cal18,80,81,,,0.055,23,8.5,1040,1700,730,185,100,Ambystoma_tigrinum,a little diagonal; 80-81 is HL lowering onto plate; body drag?,none
af07f48,33,72,65,109,271,215,Both,7/18/12,cal20,cal19,62,64,,,0.059,23,8.5,1040,1730,730,185,100,Ambystoma_tigrinum,62-64 is HL lowering onto plate; body drag,none
af07f49,22,58,56,90,281,199,Both,7/18/12,cal20,cal19,52,55,38,39,0.059,23,8.5,1040,1730,730,185,100,Ambystoma_tigrinum,52-55 is HL lowering onto plate,pel
af07f50,27,78,66,126,281,209,Pectoral,7/18/12,cal20,cal19,,,,,0.059,23,8.5,1040,1730,730,185,100,Ambystoma_tigrinum,belly drag,none
af07f51,21,58,51,89,271,193,Both,7/18/12,cal20,cal19,,,,,0.059,23,8.5,1040,1730,730,185,100,Ambystoma_tigrinum,a little diagonal,pel
af07f52,31,82,72,124,361,276,Both,7/18/12,cal20,cal19,,,,,0.059,23,8.5,1040,1730,730,185,100,Ambystoma_tigrinum,body drag,none
af07f53,23,59,51,97,291,215,Both,7/18/12,cal20,cal19,,,,,0.059,23,8.5,1040,1730,730,185,100,Ambystoma_tigrinum,See if there's a spike at 40 when the belly touched the plate,pel
af07f54,31,86,71,135,341,266,Pelvic,7/18/12,cal20,cal19,,,,,0.059,23,8.5,1040,1730,730,185,100,Ambystoma_tigrinum,belly drag,none
af07f55,34,76,68,126,311,235,Pelvic,7/18/12,cal20,cal19,,,,,0.059,23,8.5,1040,1730,730,185,100,Ambystoma_tigrinum,pectoral appendage slips off edge of plate,none
af07f56,21,39,40,59,261,163,Both,7/22/12,cal21,cal20,31,34,,,0.056,23,8.5,1045,1700,750,185,100,Ambystoma_tigrinum,very fast; EXCLUDE,none
af07f57,38,90,78,138,351,237,Both,7/22/12,cal21,cal20,,,,,0.056,23,8.5,1045,1700,750,185,100,Ambystoma_tigrinum,,pel
af07f58,26,51,49,77,341,231,Both,7/22/12,cal21,cal20,,,,,0.056,23,8.5,1045,1700,750,185,100,Ambystoma_tigrinum,fast; curls FL toes then uncurls at 35,none
af07f59,26,62,59,92,301,205,Both,7/22/12,cal21,cal20,56,58,,,0.056,23,8.5,1045,1700,750,185,100,Ambystoma_tigrinum,56-58 is HL lowering onto plate,pel
af07f60,1,57,43,106,281,205,Pelvic,7/22/12,cal21,cal20,,,,,0.056,23,8.5,1045,1700,750,185,100,Ambystoma_tigrinum,,none
af07f61,,,24,82,251,172,Pelvic,7/22/12,cal21,cal20,,,,,0.056,23,8.5,1045,1700,750,185,100,Ambystoma_tigrinum,isolated; a little diagonal,pel
pb01f01,123,177,84,133,321,255,Pectoral,6/22/11,cal05,cal05,,,,,0.025,14,,970,1905,780,180,100,Periophthalmus_barbarus,,none
pb01f02,27,77,,,241,184,Pectoral,6/22/11,cal05,cal05,,,,,0.025,14,,970,1905,780,180,100,Periophthalmus_barbarus,,pec
pb01f03,192,,166,,351,,,6/23/11,cal07,cal06,,,,,0.025,14,,950,1950,740,180,100,Periophthalmus_barbarus,"jumps, don't use",none
pb01f04,124,158,28,134,301,243,Pectoral,6/23/11,cal07,cal06,,,,,0.025,14,,950,1950,740,180,100,Periophthalmus_barbarus,sits on plate a little before cycle,none
pb01f05,89,135,60,103,241,195,Pectoral,6/23/11,cal07,cal06,,,,,0.025,14,,950,1950,740,180,100,Periophthalmus_barbarus,,none
pb01f06,122,167,93,136,271,218,Pectoral,6/23/11,cal07,cal06,,,,,0.025,14,,950,1950,740,180,100,Periophthalmus_barbarus,,none
pb01f07,25,70,62,107,281,233,Pectoral,6/23/11,cal07,cal06,,,,,0.025,14,,950,1950,740,180,100,Periophthalmus_barbarus,almost isolated,pec
pb01f08,107,145,76,116,261,204,Pectoral,6/23/11,cal07,cal06,,,,,0.025,14,,950,1950,740,180,100,Periophthalmus_barbarus,,none
pb01f09,83,133,61,100,331,293,Pectoral,6/24/11,cal08,cal07,,,,,0.022,14,,950,1910,770,180,100,Periophthalmus_barbarus,drags body; barely lifts up; exclude if possible,none
pb01f10,,,,,,,,6/30/11,cal09,cal08,,,,,0.021,14,,950,1940,760,190,100,Periophthalmus_barbarus,"EXCLUDE; light not visible, so can't sync with force data",none
pb01f11,,,,,,,,6/30/11,cal09,cal08,,,,,0.021,14,,950,1940,760,190,100,Periophthalmus_barbarus,"EXCLUDE; light not visible, so can't sync with force data",none
pb01f12,,,,,,,,6/30/11,cal09,cal08,,,,,0.021,14,,950,1940,760,190,100,Periophthalmus_barbarus,"EXCLUDE; light not visible, so can't sync with force data",none
pb01f13,,,,,,,,6/30/11,cal09,cal08,,,,,0.021,14,,950,1940,760,190,100,Periophthalmus_barbarus,"EXCLUDE; light not visible, so can't sync with force data",none
pb01f14,,,,,,,,6/30/11,cal09,cal08,,,,,0.021,14,,950,1940,760,190,100,Periophthalmus_barbarus,"EXCLUDE; light not visible, so can't sync with force data",none
pb01f15,,,,,,,,6/30/11,cal09,cal08,,,,,0.021,14,,950,1940,760,190,100,Periophthalmus_barbarus,"EXCLUDE; light not visible, so can't sync with force data",none
pb01f16,,,,,,,,6/30/11,cal09,cal08,,,,,0.021,14,,950,1940,760,190,100,Periophthalmus_barbarus,"EXCLUDE; light not visible, so can't sync with force data",none
pb01f17,45,92,82,123,481,407,Pectoral,7/7/11,cal10,cal09,,,,,0.025,14,,948,1990,730,193,100,Periophthalmus_barbarus,"might have 2 cycles! Last one is a little close to edge, though (goes from 133-195); speeds up after 2nd cycle, tho",none
pb01f18,43,102,87,147,481,401,Pectoral,7/7/11,cal10,cal09,,,,,0.025,14,,948,1990,730,193,100,Periophthalmus_barbarus,,none
pb01f19,67,96,44,76,311,293,Pectoral,7/7/11,cal10,cal09,,,,,0.025,14,,948,1990,730,193,100,Periophthalmus_barbarus,,none
pb01f20,,,,,,,Pectoral,7/7/11,cal10,cal09,,,,,0.025,14,,948,1990,730,193,100,Periophthalmus_barbarus,file was corrupted by Phantom program; may not be able to use,none
pb01f21,,,,,,,Pectoral,7/7/11,cal10,cal09,,,,,0.025,14,,948,1990,730,193,100,Periophthalmus_barbarus,file was corrupted by Phantom program; may not be able to use,none
