File name,Appendage,Video OK?,Force OK?,Status,Use,Notes
af07f05,Pelvic,Yes,No,EXCLUDE,No,peak net GRF at end of overlap w/ pectoral appendage
af07f06,Pectoral,Yes,No,EXCLUDE,No,peak net GRF at beginning of overlap w/ pelvic
af07f06,Pelvic,Yes,Yes,KEEP,Yes,Hz convex (+)
af07f07,Pectoral,Yes,Yes,KEEP,Yes,Hz positive then neg
af07f08,Pectoral,Yes,Yes,KEEP,Yes,
af07f08,Pelvic,Yes,Yes,KEEP,Yes,Hz primarily pos
af07f09,Pelvic,Yes,No,EXCLUDE,No,peak net GRF at 100% stance
af07f10,Pelvic,Yes,No,TBD,No,force traces pretty wavy; Hz convex (+); net GRF as weird upturn at end
af07f11,Pectoral,Yes,No,EXCLUDE,No,peak net GRF at start of overlap w/ pelvic
af07f11,Pelvic,Yes,Yes,KEEP,Yes,Hz convex (+)
af07f12,Pectoral,Yes,No,EXCLUDE,No,peak net GRF at start of overlap w/ pelvic
af07f12,Pelvic,Yes,No,EXCLUDE,No,peak net GRF at end of overlap w/ pectoral appendage
af07f13,Pectoral,Yes,Yes,KEEP,No,Hz convex (+)
af07f14,Pectoral,Yes,Yes,KEEP,No,Hz primarily pos
af07f15,Pectoral,No,No,TBD,No,"peak net GRF occurs durinb body bump, but not major bump; Hz primarily pos; falls on plate"
af07f16,Pectoral,Yes,Yes,KEEP,No,Hz primarily pos
af07f17,Pelvic,Yes,Yes,KEEP,Yes,Hz convex (+)
af07f18,Pectoral,Yes,Yes,KEEP,Yes,force traces pretty good
af07f19,Pectoral,Yes,Yes,KEEP,Yes,
af07f20,Pectoral,No,Yes,TBD,No,"noticeable body bump, but not major and doesn't affect peak net GRF; movements a bit jerky"
af07f21,Pectoral,No,Yes,EXCLUDE,No,"peak net GRF occurs during body bump; falls on plate; otherwise, traces look fine"
af07f22,Pectoral,Yes,Yes,KEEP,No,Hz primarily pos; movement a little jerky
af07f22,Pelvic,Yes,Yes,TBD,Yes,peak net GRF occurs a little later in stance; Hz all pos
af07f23,Pectoral,Yes,No,EXCLUDE,No,peak net GRF occurs at start of overlap w/ pelvic
af07f23,Pelvic,Yes,No,EXCLUDE,No,peak net GRF at end of overlap w/ pectoral appendage
af07f24,Pectoral,Yes,Yes,KEEP,No,Hz convex (+); not great; too much overlap with other structures
af07f25,Pectoral,Yes,No,EXCLUDE,No,peak net GRF occurs during body bump
af07f26,Pelvic,No,No,EXCLUDE,No,force trace looks a little weird (2 peaks for net); Hz convex (+); ML goes a little lateral; slows down
af07f27,Pectoral,Yes,Yes,KEEP,Yes,peak net GRF a little early in stance; slow
af07f27,Pelvic,No,No,EXCLUDE,No,force trace looks a little weird (2 peaks for net); Hz convex (+); ML goes a little lateral; slows down a bit
af07f28,Pectoral,Yes,Yes,KEEP,No,too much overlap with other body structures
af07f29,Pelvic,Yes,Yes,TBD,No,Hz convex (+); slow; net GRF has weird upturn at end
af07f30,Pectoral,Yes,Yes,KEEP,No,Hz convex (+); diagonal
af07f31,Pectoral,Yes,Yes,KEEP,No,
af07f31,Pelvic,Yes,No,EXCLUDE,No,peak net GRF at end of overlap w/ pectoral appendage
af07f32,Pectoral,Yes,No,EXCLUDE,No,peak net GRF at start of overlap w/ pelvic; slow
af07f32,Pelvic,Yes,Yes,TBD,Yes,peak net GRF occurs later in stance; Hz convex (+); slow
af07f33,Pectoral,Yes,Yes,KEEP,Yes,
af07f33,Pelvic,Yes,No,EXCLUDE,No,peak net GRF at end of overlap w/ pectoral appendage
af07f34,Pectoral,Yes,Yes,KEEP,Yes,
af07f35,Pectoral,Yes,Yes,KEEP,No,too much overlap with other body structures
af07f36,Pectoral,Yes,Yes,KEEP,Yes,
af07f37,Pectoral,Yes,No,EXCLUDE,No,peak net GRF at start of overlap w/ pelvic
af07f37,Pelvic,Yes,No,EXCLUDE,No,peak net GRF immediately after end of overlap with pectoral appendage
af07f38,Pectoral,Yes,No,EXCLUDE,No,
af07f39,Pectoral,Yes,Yes,TBD,No,ML and Hz pretty wavy; Hz primarily neg
af07f40,Pectoral,Yes,Yes,KEEP,Yes,force traces look pretty good; almost isolated (might actually be isolated)
af07f41,Pectoral,Yes,Yes,KEEP,Yes,
af07f41,Pelvic,Yes,No,EXCLUDE,No,peak net GRF immediately after end of overlap with pectoral appendage
af07f42,Pectoral,Yes,No,EXCLUDE,No,
af07f43,Pectoral,Yes,Yes,KEEP,No,diagonal
af07f43,Pelvic,Yes,No,EXCLUDE,No,peak net GRF at end of overlap w/ pectoral appendage
af07f44,Pectoral,Yes,Yes,KEEP,No,
af07f45,Pectoral,Yes,Yes,KEEP,No,too much overlap with other body structures
af07f45,Pelvic,Yes,No,EXCLUDE,No,peak net GRF immediately after end of overlap with pectoral appendage
af07f46,,No,No,EXCLUDE,No,animal turned
af07f47,Pectoral,Yes,No,EXCLUDE,No,force traces look a little weird; pretty wavy
af07f47,Pelvic,Yes,No,EXCLUDE,No,peak net GRF at end of overlap w/ pectoral appendage
pb02f01,Pectoral,Yes,No,TBD,No,noticeable body bump afterwards; prefer not to use
pb02f02,Pectoral,Yes,Yes,KEEP,Yes,Hz all pos
pb03f01,Pectoral,No,Yes,EXCLUDE,No,"force traces ok, but prefer to not use; turned"
pb03f02,Pectoral,Yes,Yes,KEEP,Yes,Hz convex (+); a little diagonal
af06f42,Pectoral,Yes,Yes,TBD,No,Hz positive then neg; body bump on affects Hz
af06f43,Pectoral,Yes,Yes,KEEP,No,
af06f43,Pelvic,Yes,No,EXCLUDE,No,peak net GRF at end of overlap w/ pectoral appendage
af06f44,Pectoral,Yes,Yes,KEEP,No,ML a little wavy; a little diagonal
af06f45,Pectoral,No,No,EXCLUDE,No,peak net GRF occurs during body bump; falls on plate a little
af06f45,Pelvic,Yes,No,EXCLUDE,No,peak net GRF occurs at end of overlap w/ pectoral appendage
af06f46,Pectoral,Yes,Yes,KEEP,No,Hz neg then pos; body bump insignificant; diagonal
af06f46,Pelvic,Yes,Yes,KEEP,Yes,"diagonal; Hz convex (+); peak net GRF occurs a little after overlap, but looks clean"
af06f47,Pectoral,Yes,No,EXCLUDE,No,peak net GRF occurs at start of overlap w/ pelvic
af06f47,Pelvic,Yes,No,EXCLUDE,No,peak net GRF occurs at end of overlap w/ pectoral appendage
af06f48,Pectoral,Yes,Yes,KEEP,No,
af06f48,Pelvic,Yes,No,EXCLUDE,No,peak net GRF occurs at end of overlap w/ pectoral appendage
af06f49,Pectoral,Yes,Yes,KEEP,No,body bumps look insignificant
af06f49,Pelvic,Yes,No,TBD,No,"peak net GRF immediately after overlap with sucker, tho (early in stance); Hz all pos"
af06f50,Pelvic,Yes,No,TBD,No,Hz convex (+); ML a little wavy; peak net GRF a little after overlap end and early in stance
af06f51,Pelvic,Yes,Yes,KEEP,Yes,ML and Hz a little wavy; Hz convex (+); isolated
af06f52,Pectoral,Yes,Yes,KEEP,No,Hz pos then neg
af06f52,Pelvic,Yes,No,EXCLUDE,No,peak net GRF at end of overlap w/ pelvic
af06f53,Pelvic,No,No,EXCLUDE,No,peak net GRF towards 100% stance; slows a little towards end
af07f48,Pectoral,Yes,No,EXCLUDE,No,peak net GRF at start of overlap w/ pelvic
af07f48,Pelvic,Yes,No,EXCLUDE,No,peak net GRF at end of overlap w/ pectoral appendage
af07f49,Pectoral,Yes,Yes,KEEP,No,body bumps look insignificant; raw force trace looks messy
af07f49,Pelvic,Yes,Yes,KEEP,Yes,Hz all pos
af07f50,Pectoral,Yes,No,EXCLUDE,No,peak net GRF at start of overlap w/ pelvic
af07f51,Pectoral,Yes,Yes,KEEP,No,net GRF trace plateaus
af07f51,Pelvic,Yes,Yes,KEEP,Yes,Hz convex (+)
af07f52,Pectoral,Yes,Yes,KEEP,No,
af07f52,Pelvic,Yes,No,EXCLUDE,No,peak net GRF occurs at the end of overlap w/ pectoral appendage
af07f53,Pectoral,Yes,Yes,KEEP,No,net GRF trace plateaus
af07f53,Pelvic,Yes,Yes,TBD,Yes,
af07f54,Pelvic,No,No,TBD,No,net GRF trace looks a little weird; Hz convex (+); slow
af07f55,Pelvic,Yes,Yes,TBD,No,"slows a little, but not dramatic; Hz convex (+); traces a little wavy"
pb02f03,Pectoral,Yes,Yes,TBD,No,Hz all pos
pb02f04,Pectoral,Yes,Yes,KEEP,Yes,Hz all neg
pb02f05,Pectoral,Yes,No,EXCLUDE,No,peak net GRF at 100% stance
pb03f03,Pectoral,Yes,No,EXCLUDE,No,peak net GRF at 100% stance
pb03f04,Pectoral,Yes,Yes,TBD,No,sucker hits plate twice
pb03f05,Pectoral,Yes,No,EXCLUDE,No,sucker hits plate twice; peak net GRF occurs at end of overlap w/ pectoral appendage
pb03f06,Pectoral,Yes,Yes,EXCLUDE,No,sucker hits plate twice; peak net GRF occurs immediately after sucker hits plate again
af01f63,Pectoral,No,No,EXCLUDE,No,head hits plate; peak net GRF at start of overlap w/ pelvic
af01f64,Pectoral,Yes,Yes,KEEP,No,Hz neg then pos; slow
af01f65,Pectoral,Yes,Yes,KEEP,Yes,isolated; ML goes a little lateral ; Hz neg then pos
af01f66,Pelvic,Yes,Yes,KEEP,No,Hz all pos; slow; net GRF curve is concave
af01f67,Pectoral,Yes,No,TBD,No,Hz neg then pos; peak net GRF immediately before start of overlap w/ pelvic; a little diagonal
af01f68,Pectoral,Yes,Yes,KEEP,Yes,peak net GRF a little before start of overlap w/ pelvic; a little diagonal
af01f69,Pelvic,No,No,EXCLUDE,No,peak net GRF at 100% stance; HL toes curled
af06f54,Pectoral,Yes,Yes,KEEP,No,fast; Hz neg then pos 
af06f54,Pelvic,Yes,Yes,KEEP,Yes,Hz convex (+)
af06f55,Pelvic,Yes,Yes,KEEP,Yes,Hz convex (+); net GRF wavy
af06f56,Pelvic,Yes,Yes,KEEP,Yes,Hz convex (+); ML goes a little lateral; net GRF wavy
af06f57,Pectoral,Yes,Yes,KEEP,No,
af06f57,Pelvic,Yes,No,EXCLUDE,No,peak net GRF at end of overlap w/ pectoral appendage
af06f58,Pelvic,Yes,No,EXCLUDE,No,peak net GRF at 100% stance
af06f59,Pelvic,Yes,Yes,KEEP,Yes,isolated; Hz convex (+)
af06f60,Pectoral,Yes,Yes,KEEP,No,peak net GRF at little earlier in stance (~40%)
af06f60,Pelvic,Yes,No,EXCLUDE,No,peak net GRF at end of overlap w/ pectoral appendage
af06f61,Pelvic,Yes,Yes,KEEP,Yes,Hz convex (+); ML goes a little lateral
af06f62,Pelvic,Yes,No,EXCLUDE,No,peak net GRF very late in stance; weird net GRF trace
af06f63,Pelvic,Yes,Yes,KEEP,Yes,isolated; ML wavy; Hz convex (+)
af06f64,Pelvic,Yes,No,EXCLUDE,No,peak net GRF at 100% stance
af07f56,Pectoral,No,No,TBD,No,fast; feet barely touch plate; peak net GRF early in stance; Hz convex (+)
af07f56,Pelvic,No,Yes,TBD,No,fast; feet barely touch plate; Hz convex (+); peak net GRF ccurs later in stance; ML goes a little lateral
af07f57,Pectoral,Yes,No,EXCLUDE,No,peak net GRF at start of overlap w/ pelvic
af07f57,Pelvic,Yes,Yes,KEEP,Yes,Hz convex (+)
af07f58,Pectoral,Yes,No,EXCLUDE,No,peak net GRF at start of overlap w/ pelvic
af07f58,Pelvic,Yes,No,EXCLUDE,No,peak net GRF at end of overlap w/ pectoral appendage
af07f59,Pectoral,Yes,Yes,KEEP,No,
af07f59,Pelvic,Yes,Yes,KEEP,Yes,Hz convex (+); ML goes a little lateral
af07f60,Pelvic,Yes,No,EXCLUDE,No,peak net GRF at 100% stance
af07f61,Pelvic,Yes,Yes,KEEP,Yes,Hz convex (+)
pb02f06,Pectoral,Yes,No,TBD,No,"pretty straight, but peak net GRF at 30% stance and may be too much sucker overlap"
pb02f07,Pectoral,No,No,EXCLUDE,No,body drag; paired fins hit place twice
pb03f07,Pectoral,No,No,EXCLUDE,No,really diagonal; paired fins hit place twice
pb03f08,Pectoral,Yes,Yes,KEEP,Yes,a little diagonal
pb03f09,Pectoral,Yes,Yes,KEEP,Yes,"straight, and almost isolated"
pb03f10,Pectoral,Yes,Yes,KEEP,Yes,straight and isolated
pb03f11,Pectoral,Yes,No,EXCLUDE,No,peak net GRF at start of overlap with sucker hitting plate again; faster
pb04f01,Pectoral,No,No,EXCLUDE,No,drags body; slow and sluggish
pb04f02,Pectoral,Yes,Yes,KEEP,Yes,straight and isolated
pb04f03,Pectoral,Yes,No,EXCLUDE,No,"peak net GRF at beginning of overlap; straight, and almost isolated"
pb04f04,Pectoral,Yes,Yes,KEEP,Yes,straight and isolated
pb04f05,Pectoral,Yes,Yes,KEEP,Yes,straight and isolated
pb04f06,Pectoral,Yes,Yes,KEEP,Yes,straight and isolated
pb04f07,Pectoral,No,No,EXCLUDE,No,EXCLUDE; video not synced
pb04f08,Pectoral,No,No,EXCLUDE,No,EXCLUDE; video not synced
pb02f08,Pectoral,No,No,EXCLUDE,No,peak net GRF at end of overlap w/ pectoral appendage
pb03f12,Pectoral,No,,EXCLUDE,No,slows and turns
pb03f13,Pectoral,Yes,Yes,KEEP,Yes,straight but doesn't lift body up much
pb03f14,Pectoral,Yes,No,EXCLUDE,No,straight; almost isolated; peak net GRF at beginning of overlap w/ pectoral appendage
pb03f15,Pectoral,Yes,No,TBD,No,straight; overlaps 2x w/ sucker
pb03f16,Pectoral,Yes,Yes,KEEP,Yes,almost isolated; jumps afterwards
pb03f17,Pectoral,No,,EXCLUDE,No,barely lifts body; not great; sucker hits plate 2x
pb04f09,Pectoral,Yes,Yes,KEEP,Yes,straight and isolated
pb04f10,Pectoral,Yes,Yes,KEEP,Yes,slow; straight; isolated
pb04f11,Pectoral,Yes,No,TBD,No,straight; almost isolated; vertical trace affected by body overlap
pb04f12,Pectoral,Yes,Yes,KEEP,Yes,straight; almost isolated
pb04f13,Pectoral,Yes,No,EXCLUDE,No,a tiny bit diagonal; used 2nd cycle; peak at 100% stance
pb04f14,Pectoral,Yes,Yes,KEEP,Yes,straight and isolated
pb02f09,Pectoral,Yes,Yes,KEEP,Yes,a little diagonal; my hand in the way
pb02f10,Pectoral,Yes,Yes,KEEP,Yes,straight; isolated?;force only okay
pb02f11,Pectoral,Yes,No,TBD,No,used 2nd cycle; a little diagonal; net GRF curve has weird raised arm at end
pb03f18,Pectoral,Yes,No,EXCLUDE,No,peak net GRF at 100% stance
pb03f19,Pectoral,Yes,Yes,KEEP,Yes,
pb03f20,Pectoral,Yes,No,EXCLUDE,No,peak at start of overlap w/ pelvic
pb03f21,Pectoral,No,No,EXCLUDE,No,barely lifted body up; peak at 100% stance
pb03f22,Pectoral,Yes,Yes,KEEP,Yes,"peak at little early, but ok"
pb03f23,Pectoral,Yes,No,EXCLUDE,No,peak net GRF at 100% stance
pb02f12,Pectoral,Yes,Yes,KEEP,Yes,"not the best 'cause has high plateau at beginning, but not terrible"
pb02f13,Pectoral,Yes,Yes,TBD,No,might have hit plate twice (2nd time may not have happened)
pb02f14,Pectoral,Yes,Yes,KEEP,Yes,
pb02f15,Pectoral,Yes,Yes,KEEP,Yes,2nd cycle of pb02f14
pb03f24,Pectoral,Yes,No,EXCLUDE,No,Force traces are a flat line
pb03f25,Pectoral,Yes,No,EXCLUDE,No,sucker hits plate twice; force trace doesn't look right
pb03f26,Pectoral,Yes,No,EXCLUDE,No,peak net GRF at 100% stance
pb03f27,Pectoral,No,No,EXCLUDE,No,video not great; sucker hits place twice
pb03f28,Pectoral,Yes,No,TBD,No,sucker might hit place twice; has weird spike at end of net GRF trace; primarily lateral force trace
pb03f29,Pectoral,Yes,No,EXCLUDE,No,peak net GRF at 100% stance
pb03f30,Pectoral,Yes,No,EXCLUDE,No,sucker hits plate twice; would only be able to use 1/4 of the data during stance
pb02f16,Pectoral,Yes,Yes,KEEP,Yes,peak net GRF a little before start of overlap w/ pelvic; pretty straight; might have turned a tiny bit
pb02f17,Pectoral,Yes,No,TBD,No,sucker overlap twice; 1st sucker overlap really obvious in force trace
pb03f31,Pectoral,No,No,EXCLUDE,No,peak net GRF at 100% stance; diagonal; not great; stops after plate; might have turned a little
pb03f32,Pectoral,Yes,No,EXCLUDE,No,fast; straight; sucker overlap twice; force trace is wavy and peak occurs during 2nd sucker overlap
pb03f33,Pectoral,Yes,No,EXCLUDE,No,straight; 2 usable cycles; using first one; peak net GRF at start of overlap w/ pelvic sucker
pb03f34,Pectoral,Yes,No,EXCLUDE,No,a little diagonal; peak net GRF at 100% stance
pb03f35,Pectoral,Yes,No,EXCLUDE,No,a little diagonal; sucker overlap twice; peak net GRF at 100% stance; Vertical has steep incline
pb03f36,Pectoral,Yes,No,EXCLUDE,No,a little diagonal; peak net GRF at 100% stance
pb03f37,Pectoral,No,No,EXCLUDE,No,not great; pauses a bit; a little diagonal; net GRF as weird spurt at end; almost all lateral 
pb03f38,Pectoral,Yes,Yes,KEEP,Yes,almost isolated
pb04f15,Pectoral,No,No,EXCLUDE,No,not great; diagonal; might have turned a little; sucker overlap twice; peak net GRF during 2nd sucker overlap
pb05f01,Pectoral,No,No,EXCLUDE,No,not great; diagonal; might have turned a little; almost straight line in raw trace; filtered trace has peak at 20% stance
pb05f02,Pectoral,Yes,Yes,KEEP,Yes,not great; diagonal; isolated; stops after plate
pb02f18,Pectoral,Yes,No,EXCLUDE,No,peak net GRF at 100% stance
pb02f19,Pectoral,Yes,No,EXCLUDE,No,peak during 2nd overlap w/ sucker
pb02f20,Pectoral,Yes,No,EXCLUDE,No,peak net GRF at 100% stance
pb03f39,Pectoral,Yes,Yes,KEEP,Yes,straight; sucker overlap
pb03f40,Pectoral,Yes,No,EXCLUDE,No,peak net GRF at start of overlap w/ pelvic appendage
pb03f41,Pectoral,Yes,No,EXCLUDE,No,peak net GRF at 100% stance
pb03f42,Pectoral,Yes,No,EXCLUDE,No,peak net GRF at 100% stance
pb03f43,Pectoral,No,No,EXCLUDE,No,peak net GRF at 100% stance; slow
pb04f16,Pectoral,No,No,EXCLUDE,No,peak net GRF at 100% stance; 
pb04f17,Pectoral,No,,EXCLUDE,No,diagonal; might have turned; sucker overlap
pb04f18,Pectoral,No,,EXCLUDE,No,diagona; sucker overlap twice?
pb04f19,Pectoral,No,No,EXCLUDE,No,peak net GRF at 100% stance; slow
pb04f20,Pectoral,Yes,No,EXCLUDE,No,peak net GRF at start of overlap w/ pelvic appendage
pb04f21,Pectoral,Yes,No,EXCLUDE,No,peak net GRF at 100% stance
pb04f22,Pectoral,Yes,Yes,KEEP,Yes,straight; almost isolated
pb04f23,Pectoral,Yes,No,EXCLUDE,No,peak net GRF at 100% stance
pb05f03,Pectoral,No,,EXCLUDE,No,turned; diagonal
pb05f04,Pectoral,Yes,Yes,KEEP,Yes,diagona; isolated; peak net GRF early in stance
pb05f05,Pectoral,Yes,Yes,KEEP,Yes,prefer to not use; diagonal; isolated; stops after plate; slows down; peak net GRF early in stance
pb02f21,Pectoral,No,No,EXCLUDE,No,EXCLUDE; video not synced with force plate; straight; jumps after completing appendicular cycle
pb02f22,Pectoral,Yes,Yes,KEEP,Yes,straight; jumps afterwards on plate; net GRF plateaus
pb02f23,Pectoral,Yes,Yes,KEEP,Yes,a little diagonal; jumps after plate; pec fin hangs off plate a little; peak net GRF occurs a little early in stance
pb02f24,Pectoral,No,No,EXCLUDE,No,straight; sucker overlap 2x; jumps after plate; peak net GRF at 100% stance
pb04f24,Pectoral,No,No,EXCLUDE,No,not good; diagonal; sucker overlap 2x; turned a little; vertical and net GRF sinusoidal
pb04f25,Pectoral,Yes,No,EXCLUDE,No,2 isolated cycles; use 2nd cycle; a little diagonal; peak net GRF at 0% stance
pb04f26,Pectoral,Yes,No,EXCLUDE,No,a little diagonal; use 2nd cycle; peak net GRF at 100% stance
pb04f27,Pectoral,Yes,Yes,KEEP,Yes,straight; isolated; use 1st cycle; awesome force trace
pb04f28,Pectoral,No,No,EXCLUDE,No,pauses a little before stance; prefer to not use; net GRF plateaus
pb04f29,Pectoral,Yes,Yes,KEEP,No,isolated; might have turned a tiny bit; diagonal; good force trace
pb04f30,Pectoral,No,No,EXCLUDE,No,EXCLUDE; pec fin not all the way on the plate; isolated; might have turned a little bit
pb04f31,Pectoral,Yes,Yes,KEEP,No,a little diagonal
pb04f32,Pectoral,Yes,Yes,TBD,No,pretty straight; almost isolated; net GRF a little broad
pb04f33,Pectoral,Yes,No,EXCLUDE,No,"2 isolated cycles; using 2nd cycle, but could use either; straight; peak net GRF at 0% stance"
pb05f06,Pectoral,No,No,EXCLUDE,No,a little diagonal; sucker overlap twice; net GRF very broad
pb05f07,Pectoral,No,No,EXCLUDE,No,EXCLUDE; pec fin not all the way on the plate; paused a little on plate
pb05f08,Pectoral,Yes,Yes,KEEP,Yes,pretty straight; 2 usable cycles; using 1st
pb05f09,Pectoral,Yes,Yes,KEEP,Yes,a little diagonal; isolated?; peak net GRF a little early in stance
pb05f10,Pectoral,Yes,Yes,KEEP,Yes,diagonal; isolated; stops after plate; slows down a little; peak net GRF a little early in stance
pb05f11,Pectoral,Yes,Yes,KEEP,Yes,diagonal; isolated; stops after plate; really close to edge; peak net GRF a little early in stance
pb05f12,Pectoral,Yes,No,KEEP,Yes,diagonal; on corner edge of plate; 2 cycles (use 2nd); little bump at end of net GRF
pb05f13,Pectoral,Yes,Yes,KEEP,Yes,diagonal; isolated; peak net GRF early in stance
pb05f14,Pectoral,No,No,EXCLUDE,No,diagonal; sucker overlap twice; peak net GRF at 100% stance
pb05f15,Pectoral,No,No,EXCLUDE,No,diagonal; sucker overlap twice; net GRF has little upturn at end
pb05f16,Pectoral,Yes,Yes,KEEP,Yes,a little diagonal; sucker overlap
pw01f01,,,,EXCLUDE,No,EXCLUDE; too small
pw01f02,,,,EXCLUDE,No,EXCLUDE; too small
pw01f03,,,,EXCLUDE,No,EXCLUDE; too small
pw01f04,Pectoral,No,No,EXCLUDE,No,EXCLUDE; FL slams down on plate; vertical all negative
pw01f04,Pelvic,Yes,No,EXCLUDE,No,EXCLUDE; peak net GRF at 100% stance
pw01f05,Pectoral,Yes,Yes,KEEP,Yes,"Hz primarily neg, but does get pos at end"
pw01f05,Pelvic,Yes,Yes,KEEP,Yes,Hz all pos; ML medial then lateral
pw01f06,Pectoral,Yes,Yes,KEEP,Yes,Hz primarily pos; otherwise pretty good
pw01f07,Pectoral,Yes,Yes,KEEP,Yes,"Hz primarily neg, but does get pos at end"
pw01f08,Pectoral,Yes,No,KEEP,Yes,Hz all neg; otherwise all good
pw01f08,Pelvic,No,No,EXCLUDE,No,turned; peak net GRF at end of overlap
pw01f09,Pectoral,Yes,Yes,KEEP,Yes,Hz all neg; otherwise all good
pw01f09,Pelvic,Yes,Yes,KEEP,Yes,close to edge
pw02f01,Pectoral,Yes,Yes,KEEP,Yes,close to edge; medial then lateral; Hz neg then pos; pretty good!  Isolated
pw02f02,Pectoral,Yes,Yes,KEEP,Yes,"Hz primarily neg, but does get pos at end"
pw02f02,Pelvic,Yes,Yes,KEEP,Yes,Hz pos then neg
pw02f03,Pectoral,Yes,Yes,KEEP,Yes,Hz all neg; otherwise all good
pw02f04,Pectoral,Yes,No,TBD,No,Hz neg and wavy; ML medial then lateral
pw02f04,Pelvic,Yes,Yes,KEEP,Yes,Hz pos then neg
pw02f05,Pectoral,Yes,Yes,KEEP,Yes,Hz neg then pos
pw02f05,Pelvic,Yes,Yes,KEEP,Yes,Hz all pos
pw03f01,,,,,,EXCLUDE; too small
pw03f02,,,,,,EXCLUDE; too small
pw03f03,,,,,,EXCLUDE; too small
pw03f04,,,,,,EXCLUDE; too small
pw03f05,,,,,,EXCLUDE; too small
pw03f06,Pectoral,No,No,EXCLUDE,No,"very slow; if pelvic contact analyzed a little earlier, it might work; peak net GRF at start of overlap"
pw03f07,,,,,,EXCLUDE; force recorded at different rate
pw03f08,Pectoral,Yes,Yes,KEEP,Yes,Hz neg then pos
pw03f08,Pelvic,Yes,Yes,KEEP,Yes,Hz all pos; ML primarily neg
pw03f09,Pectoral,Yes,No,EXCLUDE,No,peak net GRF at beginning of overlap w/ pelvic
pw03f10,Pectoral,Yes,Yes,KEEP,Yes,Hz all neg
pw03f10,Pelvic,Yes,Yes,KEEP,Yes,Hz all pos; ML medial then lateral
pw03f11,Pectoral,Yes,Yes,KEEP,Yes,"Hz primarily neg, but does get pos at end"
pw03f11,Pelvic,Yes,Yes,KEEP,Yes,Hz all pos
pw05f01,Pectoral,Yes,Yes,KEEP,Yes,
pw05f01,Pelvic,Yes,No,KEEP,Yes,peak net GRF occurs later in stance
pw05f02,Pelvic,Yes,Yes,KEEP,Yes,peak net GRF occurs later in stance (~%50); isolated; straight
pw05f03,Pelvic,Yes,No,EXCLUDE,No,peak net GRF at 100% stance
pw05f04,Pelvic,Yes,Yes,KEEP,Yes,ML wavy and mostly lateral; diagonal
pw05f05,Pectoral,Yes,Yes,KEEP,Yes,isolated; straight; great
pw05f06,Pectoral,Yes,Yes,KEEP,Yes,"falls on FL a little, though; Hz neg then pos"
pw05f07,Pectoral,No,Yes,TBD,No,"Hz primarily neg, but does get pos at end; FL slides; diagonal; not great"
pw05f08,Pectoral,No,Yes,TBD,No,"Hz primarily neg, but does get pos at end; FL slides; diagonal; not great"
pw05f09,Pectoral,No,Yes,KEEP,Yes,"falls on FL a little, though; Hz neg then pos"
pw05f09,Pelvic,Yes,Yes,KEEP,Yes,
pw05f10,Pelvic,Yes,Yes,KEEP,Yes,isolated; relatively straight; great
pw06f01,Pectoral,No,No,EXCLUDE,No,falls on FL; vertical trace concave
pw06f01,Pelvic,Yes,No,KEEP,Yes,"Hz pos then neg; could use, but prefer not to"
pw06f02,Pectoral,No,No,EXCLUDE,No,Falls on FL; has peak net GRF at ~0% stance
pw06f03,Pelvic,Yes,Yes,KEEP,Yes,isolated
pw06f04,Pectoral,No,No,EXCLUDE,No,falls on FL; peak net GRF at start of overlap with HL
pw06f04,Pelvic,Yes,Yes,KEEP,Yes,peak net GRF immediately after end of overlap with pectoral appendage
pw06f05,Pectoral,No,No,KEEP,Yes,vertical trace low in magnitude; slows down 
pw06f05,Pelvic,Yes,Yes,KEEP,Yes,peak net GRF immediately after end of overlap with pectoral appendage
pw01f10,,,,,,EXCLUDE; light not synced
pw01f11,,,,,,EXCLUDE; light not synced
pw01f12,,,,,,EXCLUDE; light not synced
pw02f06,Pectoral,Yes,Yes,KEEP,Yes,ML and Hz a little wavy
pw02f07,Pectoral,Yes,Yes,TBD,No,"vertical trace a little low in magnitude, but not bad"
pw02f07,Pelvic,Yes,Yes,KEEP,Yes,
pw02f08,Pectoral,Yes,Yes,KEEP,Yes,isolated
pw02f09,Pectoral,Yes,No,EXCLUDE,No,peak net GRF at 100% stance
pw02f09,Pelvic,Yes,No,TBD,No,"Hz pos then neg; could use, but prefer not to"
pw02f10,Pectoral,Yes,No,TBD,No,vertical has two peaks; prefer to not use
pw02f10,Pelvic,Yes,Yes,KEEP,Yes,
pw02f11,Pectoral,No,Yes,TBD,No,turns on HL; prefer to not use
pw02f12,Pectoral,No,Yes,TBD,No,"turns on HL; force trace not bad, though; prefer to not use"
pw02f13,Pectoral,Yes,No,EXCLUDE,No,huge spike later in stance that affects the peak net GRF
pw02f13,Pelvic,Yes,Yes,KEEP,Yes,
pw02f14,Pectoral,Yes,Yes,KEEP,Yes,isolated
pw02f15,Pectoral,Yes,Yes,KEEP,Yes,"ML trace convex, but decent otherwise"
pw03f12,Pectoral,Yes,Yes,KEEP,Yes,awesome trace!
pw03f13,Pelvic,Yes,Yes,TBD,No,ML primarily lateral; peak net GRF immediately after end of overlap with pectoral appendage
pw03f14,Pectoral,Yes,No,EXCLUDE,No,"vertical trace a little low in magnitude, but not bad"
pw03f15,Pectoral,Yes,Yes,TBD,No,peak net GRF early in stage (~20%)
pw03f16,,,,,No,EXCLUDE; too many feet on plate
